booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
Jun252224561RT27,24561,2022-06-21,2022-06-25,2022-07-01,2.0,RT2,Direct Online,3.0,Checked Out,1350,1350
Jun252224561RT28,24561,2022-06-22,2022-06-25,2022-06-30,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224561RT29,24561,2022-06-20,2022-06-25,2022-06-26,2.0,RT2,Others,,Checked Out,1350,1350
Jun252224561RT210,24561,2022-06-20,2022-06-25,2022-06-27,1.0,RT2,Others,,No Show,1350,1350
Jun252224561RT211,24561,2022-06-23,2022-06-25,2022-06-26,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224561RT212,24561,2022-06-04,2022-06-25,2022-06-28,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224561RT213,24561,2022-06-23,2022-06-25,2022-06-26,2.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jun252224561RT214,24561,2022-06-19,2022-06-25,2022-06-27,2.0,RT2,Others,2.0,Checked Out,1350,1350
Jun252224561RT215,24561,2022-06-23,2022-06-25,2022-07-01,2.0,RT2,Others,2.0,Checked Out,1350,1350
Jun252224561RT216,24561,2022-06-22,2022-06-25,2022-06-30,3.0,RT2,Direct Offline,4.0,Checked Out,1485,1485
Jun252224561RT217,24561,2022-06-23,2022-06-25,2022-06-30,2.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jun252224561RT218,24561,2022-06-22,2022-06-25,2022-07-01,2.0,RT2,Others,,Checked Out,1350,1350
Jun252224561RT219,24561,2022-06-21,2022-06-25,2022-06-26,2.0,RT2,Bookkaru,3.0,Checked Out,1350,1350
Jun252224561RT220,24561,2022-06-23,2022-06-25,2022-06-26,3.0,RT2,Others,,Cancelled,1485,594
Jun252224561RT221,24561,2022-06-19,2022-06-25,2022-06-26,3.0,RT2,Others,,Checked Out,1485,1485
Jun252224561RT222,24561,2022-06-22,2022-06-25,2022-06-27,3.0,RT2,Direct Offline,,Cancelled,1485,594
Jun252224561RT223,24561,2022-06-22,2022-06-25,2022-06-30,2.0,RT2,DeBookkarus,3.0,Checked Out,1350,1350
Jun252224561RT224,24561,2022-06-18,2022-06-25,2022-06-30,2.0,RT2,Bookings_Com,,No Show,1350,1350
Jun252224561RT225,24561,2022-06-22,2022-06-25,2022-06-27,2.0,RT2,Others,,Checked Out,1350,1350
Jun252224561RT226,24561,2022-06-22,2022-06-25,2022-07-01,1.0,RT2,Others,,Checked Out,1350,1350
Jun252224561RT227,24561,2022-06-25,2022-06-25,2022-06-26,2.0,RT2,Bookings_Com,3.0,Checked Out,1350,1350
Jun252224561RT228,24561,2022-06-24,2022-06-25,2022-06-27,2.0,RT2,Others,,No Show,1350,1350
Jun252224561RT31,24561,2022-06-24,2022-06-25,2022-06-28,3.0,RT3,Others,,Checked Out,1980,1980
Jun252224561RT32,24561,2022-06-19,2022-06-25,2022-06-27,3.0,RT3,Others,,Cancelled,1980,792
Jun252224561RT33,24561,2022-06-22,2022-06-25,2022-06-28,2.0,RT3,Bookings_Com,,Checked Out,1800,1800
Jun252224561RT34,24561,2022-06-05,2022-06-25,2022-06-26,2.0,RT3,Bookings_Com,3.0,Checked Out,1800,1800
Jun252224561RT35,24561,2022-06-24,2022-06-25,2022-07-01,2.0,RT3,Bookkaru,,Checked Out,1800,1800
Jun252224561RT36,24561,2022-06-23,2022-06-25,2022-06-29,2.0,RT3,Eventica Travels,,Checked Out,1800,1800
Jun252224561RT37,24561,2022-06-23,2022-06-25,2022-06-30,6.0,RT3,DeBookkarus,,No Show,2520,2520
Jun252224561RT38,24561,2022-06-23,2022-06-25,2022-06-28,1.0,RT3,Bookkaru,4.0,Checked Out,1800,1800
Jun252224561RT39,24561,2022-06-20,2022-06-25,2022-07-01,3.0,RT3,Direct Online,,Checked Out,1980,1980
Jun252224561RT310,24561,2022-06-22,2022-06-25,2022-06-28,2.0,RT3,Direct Offline,,Cancelled,1800,720
Jun252224561RT311,24561,2022-06-23,2022-06-25,2022-06-29,2.0,RT3,DeBookkarus,,No Show,1800,1800
Jun252224561RT312,24561,2022-06-22,2022-06-25,2022-06-27,1.0,RT3,Direct Online,3.0,Checked Out,1800,1800
Jun252224561RT313,24561,2022-06-05,2022-06-25,2022-06-29,2.0,RT3,DeBookkarus,5.0,Checked Out,1800,1800
Jun252224561RT314,24561,2022-06-22,2022-06-25,2022-06-26,3.0,RT3,Eventica Travels,,Cancelled,1980,792
Jun252224561RT315,24561,2022-06-04,2022-06-25,2022-07-01,3.0,RT3,Bookings_Com,3.0,Checked Out,1980,1980
Jun252224561RT316,24561,2022-06-22,2022-06-25,2022-06-27,3.0,RT3,Others,,Checked Out,1980,1980
Jun252224561RT41,24561,2022-06-22,2022-06-25,2022-06-27,1.0,RT4,DeBookkarus,,Cancelled,2850,1140
Jun252224561RT42,24561,2022-06-23,2022-06-25,2022-06-28,2.0,RT4,Others,3.0,Checked Out,2850,2850
Jun252224561RT43,24561,2022-06-23,2022-06-25,2022-06-30,1.0,RT4,Bookkaru,3.0,Checked Out,2850,2850
Jun252224561RT44,24561,2022-06-23,2022-06-25,2022-06-29,2.0,RT4,Bookkaru,3.0,Checked Out,2850,2850
Jun252224562RT11,24562,2022-06-19,2022-06-25,2022-06-26,2.0,RT1,Direct Offline,,No Show,975,975
Jun252224562RT12,24562,2022-06-04,2022-06-25,2022-06-28,3.0,RT1,DeBookkarus,5.0,Checked Out,1072,1072
Jun252224562RT13,24562,2022-06-23,2022-06-25,2022-06-27,3.0,RT1,Others,5.0,Checked Out,1072,1072
Jun252224562RT14,24562,2022-06-19,2022-06-25,2022-07-01,2.0,RT1,Others,,Checked Out,975,975
Jun252224562RT15,24562,2022-06-18,2022-06-25,2022-06-26,2.0,RT1,DeBookkarus,4.0,Checked Out,975,975
Jun252224562RT16,24562,2022-06-23,2022-06-25,2022-06-26,1.0,RT1,DeBookkarus,4.0,Checked Out,975,975
Jun252224562RT17,24562,2022-06-22,2022-06-25,2022-06-26,2.0,RT1,Others,5.0,Checked Out,975,975
Jun252224562RT18,24562,2022-06-21,2022-06-25,2022-06-28,2.0,RT1,Eventica Travels,5.0,Checked Out,975,975
Jun252224562RT19,24562,2022-06-23,2022-06-25,2022-06-26,2.0,RT1,Others,4.0,Checked Out,975,975
Jun252224562RT110,24562,2022-06-21,2022-06-25,2022-07-01,2.0,RT1,Others,3.0,Checked Out,975,975
Jun252224562RT111,24562,2022-06-20,2022-06-25,2022-06-26,2.0,RT1,Others,,Checked Out,975,975
Jun252224562RT112,24562,2022-06-20,2022-06-25,2022-06-30,4.0,RT1,Direct Online,,No Show,1170,1170
Jun252224562RT113,24562,2022-06-25,2022-06-25,2022-06-27,3.0,RT1,DeBookkarus,,Checked Out,1072,1072
Jun252224562RT114,24562,2022-06-22,2022-06-25,2022-07-01,2.0,RT1,DeBookkarus,4.0,Checked Out,975,975
Jun252224562RT115,24562,2022-06-23,2022-06-25,2022-06-26,2.0,RT1,Bookings_Com,5.0,Checked Out,975,975
Jun252224562RT116,24562,2022-06-18,2022-06-25,2022-06-26,3.0,RT1,DeBookkarus,,Cancelled,1072,429
Jun252224562RT117,24562,2022-06-24,2022-06-25,2022-06-26,2.0,RT1,DeBookkarus,3.0,Checked Out,975,975
Jun252224562RT118,24562,2022-06-23,2022-06-25,2022-06-26,2.0,RT1,Eventica Travels,,Checked Out,975,975
Jun252224562RT119,24562,2022-06-20,2022-06-25,2022-06-27,2.0,RT1,Direct Online,,Checked Out,975,975
Jun252224562RT120,24562,2022-06-22,2022-06-25,2022-06-26,2.0,RT1,Direct Online,5.0,Checked Out,975,975
Jun252224562RT121,24562,2022-06-23,2022-06-25,2022-06-28,2.0,RT1,Others,,Cancelled,975,390
Jun252224562RT21,24562,2022-06-21,2022-06-25,2022-06-28,2.0,RT2,Eventica Travels,,Checked Out,1350,1350
Jun252224562RT22,24562,2022-06-22,2022-06-25,2022-06-26,2.0,RT2,Others,,Checked Out,1350,1350
Jun252224562RT23,24562,2022-06-20,2022-06-25,2022-07-01,2.0,RT2,Direct Offline,3.0,Checked Out,1350,1350
Jun252224562RT24,24562,2022-06-18,2022-06-25,2022-06-30,1.0,RT2,Others,,No Show,1350,1350
Jun252224562RT25,24562,2022-06-23,2022-06-25,2022-06-26,2.0,RT2,Direct Offline,5.0,Checked Out,1350,1350
Jun252224562RT26,24562,2022-06-21,2022-06-25,2022-06-30,2.0,RT2,Others,5.0,Checked Out,1350,1350
Jun252224562RT27,24562,2022-06-22,2022-06-25,2022-06-26,2.0,RT2,DeBookkarus,4.0,Checked Out,1350,1350
Jun252224562RT28,24562,2022-06-21,2022-06-25,2022-06-26,2.0,RT2,Direct Online,,Checked Out,1350,1350
Jun252224562RT29,24562,2022-06-23,2022-06-25,2022-06-27,2.0,RT2,Others,,Checked Out,1350,1350
Jun252224562RT210,24562,2022-06-23,2022-06-25,2022-07-01,3.0,RT2,Bookkaru,5.0,Checked Out,1485,1485
Jun252224562RT211,24562,2022-06-21,2022-06-25,2022-06-26,4.0,RT2,DeBookkarus,4.0,Checked Out,1620,1620
Jun252224562RT212,24562,2022-06-22,2022-06-25,2022-06-26,2.0,RT2,Direct Offline,,Checked Out,1350,1350
Jun252224562RT213,24562,2022-06-22,2022-06-25,2022-07-01,2.0,RT2,Direct Offline,4.0,Checked Out,1350,1350
Jun252224562RT214,24562,2022-06-20,2022-06-25,2022-06-27,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224562RT215,24562,2022-06-24,2022-06-25,2022-06-28,3.0,RT2,Others,,Cancelled,1485,594
Jun252224562RT216,24562,2022-06-21,2022-06-25,2022-06-27,4.0,RT2,Eventica Travels,,Checked Out,1620,1620
Jun252224562RT217,24562,2022-06-20,2022-06-25,2022-07-01,3.0,RT2,Others,5.0,Checked Out,1485,1485
Jun252224562RT218,24562,2022-06-23,2022-06-25,2022-06-26,2.0,RT2,Eventica Travels,5.0,Checked Out,1350,1350
Jun252224562RT31,24562,2022-06-23,2022-06-25,2022-06-27,6.0,RT3,Others,,Checked Out,2520,2520
Jun252224562RT32,24562,2022-06-19,2022-06-25,2022-06-26,2.0,RT3,Direct Online,,Cancelled,1800,720
Jun252224562RT33,24562,2022-06-21,2022-06-25,2022-06-27,2.0,RT3,Eventica Travels,,Cancelled,1800,720
Jun252224562RT34,24562,2022-06-21,2022-06-25,2022-06-26,1.0,RT3,Others,5.0,Checked Out,1800,1800
Jun252224562RT35,24562,2022-06-22,2022-06-25,2022-06-27,2.0,RT3,Eventica Travels,5.0,Checked Out,1800,1800
Jun252224562RT36,24562,2022-06-04,2022-06-25,2022-06-28,2.0,RT3,Others,,Checked Out,1800,1800
Jun252224562RT37,24562,2022-06-18,2022-06-25,2022-06-29,1.0,RT3,DeBookkarus,,Checked Out,1800,1800
Jun252224562RT38,24562,2022-06-20,2022-06-25,2022-06-29,2.0,RT3,Bookings_Com,5.0,Checked Out,1800,1800
Jun252224562RT39,24562,2022-06-22,2022-06-25,2022-07-01,5.0,RT3,Direct Online,,Cancelled,2340,936
Jun252224562RT310,24562,2022-06-22,2022-06-25,2022-07-01,2.0,RT3,DeBookkarus,,Checked Out,1800,1800
Jun252224562RT311,24562,2022-06-19,2022-06-25,2022-06-26,2.0,RT3,Others,5.0,Checked Out,1800,1800
Jun252224562RT312,24562,2022-06-21,2022-06-25,2022-06-30,2.0,RT3,Others,,Cancelled,1800,720
Jun252224562RT313,24562,2022-06-19,2022-06-25,2022-06-30,2.0,RT3,Direct Online,,No Show,1800,1800
Jun252224562RT314,24562,2022-06-23,2022-06-25,2022-06-27,2.0,RT3,Others,5.0,Checked Out,1800,1800
Jun252224562RT315,24562,2022-06-22,2022-06-25,2022-06-27,2.0,RT3,Direct Offline,4.0,Checked Out,1800,1800
Jun252224562RT316,24562,2022-06-23,2022-06-25,2022-06-27,1.0,RT3,Others,4.0,Checked Out,1800,1800
Jun252224562RT317,24562,2022-06-19,2022-06-25,2022-07-01,2.0,RT3,Eventica Travels,,Checked Out,1800,1800
Jun252224562RT318,24562,2022-06-23,2022-06-25,2022-06-26,2.0,RT3,Others,4.0,Checked Out,1800,1800
Jun252224562RT319,24562,2022-06-23,2022-06-25,2022-06-30,1.0,RT3,Others,,Checked Out,1800,1800
Jun252224562RT320,24562,2022-06-05,2022-06-25,2022-06-30,2.0,RT3,Others,3.0,Checked Out,1800,1800
Jun252224562RT321,24562,2022-06-21,2022-06-25,2022-06-27,2.0,RT3,Direct Offline,,Checked Out,1800,1800
Jun252224562RT41,24562,2022-06-20,2022-06-25,2022-06-26,1.0,RT4,Direct Offline,5.0,Checked Out,2850,2850
Jun252224562RT42,24562,2022-06-19,2022-06-25,2022-06-26,2.0,RT4,Others,4.0,Checked Out,2850,2850
Jun252224562RT43,24562,2022-06-19,2022-06-25,2022-06-29,4.0,RT4,DeBookkarus,,Checked Out,3420,3420
Jun252224562RT44,24562,2022-06-22,2022-06-25,2022-06-26,1.0,RT4,Others,,Checked Out,2850,2850
Jun252224562RT45,24562,2022-06-18,2022-06-25,2022-06-26,2.0,RT4,DeBookkarus,5.0,Checked Out,2850,2850
Jun252224562RT46,24562,2022-06-20,2022-06-25,2022-06-26,2.0,RT4,Others,4.0,Checked Out,2850,2850
Jun252224562RT47,24562,2022-06-23,2022-06-25,2022-06-29,3.0,RT4,Direct Online,,Checked Out,3135,3135
Jun252224562RT48,24562,2022-06-23,2022-06-25,2022-06-28,4.0,RT4,Others,,Cancelled,3420,1368
Jun252224562RT49,24562,2022-06-20,2022-06-25,2022-06-26,3.0,RT4,Direct Online,,Checked Out,3135,3135
Jun252224562RT410,24562,2022-06-21,2022-06-25,2022-07-01,2.0,RT4,Bookings_Com,,Checked Out,2850,2850
Jun252224563RT11,24563,2022-06-25,2022-06-25,2022-06-29,1.0,RT1,DeBookkarus,,Cancelled,975,390
Jun252224563RT12,24563,2022-06-21,2022-06-25,2022-06-26,2.0,RT1,Bookings_Com,,Checked Out,975,975
Jun252224563RT13,24563,2022-06-25,2022-06-25,2022-06-27,2.0,RT1,Others,,Cancelled,975,390
Jun252224563RT14,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT1,Eventica Travels,2.0,Checked Out,975,975
Jun252224563RT15,24563,2022-06-25,2022-06-25,2022-06-26,1.0,RT1,Eventica Travels,,No Show,975,975
Jun252224563RT16,24563,2022-06-24,2022-06-25,2022-06-26,2.0,RT1,Others,,Cancelled,975,390
Jun252224563RT17,24563,2022-06-25,2022-06-25,2022-06-26,1.0,RT1,DeBookkarus,3.0,Checked Out,975,975
Jun252224563RT18,24563,2022-06-24,2022-06-25,2022-06-30,1.0,RT1,Others,3.0,Checked Out,975,975
Jun252224563RT19,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT1,DeBookkarus,,Cancelled,975,390
Jun252224563RT110,24563,2022-06-24,2022-06-25,2022-06-28,2.0,RT1,DeBookkarus,3.0,Checked Out,975,975
Jun252224563RT111,24563,2022-06-19,2022-06-25,2022-06-26,2.0,RT1,Others,3.0,Checked Out,975,975
Jun252224563RT112,24563,2022-06-21,2022-06-25,2022-06-26,1.0,RT1,Others,3.0,Checked Out,975,975
Jun252224563RT113,24563,2022-06-24,2022-06-25,2022-06-27,1.0,RT1,Direct Online,,Checked Out,975,975
Jun252224563RT114,24563,2022-06-24,2022-06-25,2022-06-26,2.0,RT1,DeBookkarus,,Checked Out,975,975
Jun252224563RT115,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT1,Others,,Cancelled,975,390
Jun252224563RT116,24563,2022-06-22,2022-06-25,2022-06-26,1.0,RT1,DeBookkarus,3.0,Checked Out,975,975
Jun252224563RT117,24563,2022-06-25,2022-06-25,2022-06-26,2.0,RT1,Others,4.0,Checked Out,975,975
Jun252224563RT118,24563,2022-06-23,2022-06-25,2022-06-27,1.0,RT1,DeBookkarus,,Checked Out,975,975
Jun252224563RT119,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT1,Others,,Checked Out,975,975
Jun252224563RT21,24563,2022-06-25,2022-06-25,2022-06-26,1.0,RT2,DeBookkarus,3.0,Checked Out,1350,1350
Jun252224563RT22,24563,2022-06-24,2022-06-25,2022-06-27,4.0,RT2,DeBookkarus,,Cancelled,1620,648
Jun252224563RT23,24563,2022-06-21,2022-06-25,2022-06-26,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224563RT24,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT2,Bookkaru,,Checked Out,1350,1350
Jun252224563RT25,24563,2022-06-24,2022-06-25,2022-06-28,2.0,RT2,Direct Offline,,Checked Out,1350,1350
Jun252224563RT26,24563,2022-06-25,2022-06-25,2022-06-28,1.0,RT2,DeBookkarus,3.0,Checked Out,1350,1350
Jun252224563RT27,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT2,Others,,Cancelled,1350,540
Jun252224563RT28,24563,2022-06-24,2022-06-25,2022-06-28,1.0,RT2,Others,,Cancelled,1350,540
Jun252224563RT29,24563,2022-06-24,2022-06-25,2022-06-27,2.0,RT2,Others,,Checked Out,1350,1350
Jun252224563RT210,24563,2022-06-25,2022-06-25,2022-06-28,1.0,RT2,Eventica Travels,,Cancelled,1350,540
Jun252224563RT211,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT2,Direct Online,3.0,Checked Out,1350,1350
Jun252224563RT212,24563,2022-06-24,2022-06-25,2022-06-27,1.0,RT2,Bookings_Com,3.0,Checked Out,1350,1350
Jun252224563RT213,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT2,Others,2.0,Checked Out,1350,1350
Jun252224563RT214,24563,2022-06-25,2022-06-25,2022-06-28,1.0,RT2,Bookkaru,,No Show,1350,1350
Jun252224563RT215,24563,2022-06-19,2022-06-25,2022-06-26,1.0,RT2,DeBookkarus,,Cancelled,1350,540
Jun252224563RT216,24563,2022-06-22,2022-06-25,2022-06-26,1.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224563RT217,24563,2022-06-24,2022-06-25,2022-06-27,2.0,RT2,Bookings_Com,,Cancelled,1350,540
Jun252224563RT218,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT2,Others,,No Show,1350,1350
Jun252224563RT219,24563,2022-06-25,2022-06-25,2022-06-27,1.0,RT2,Eventica Travels,3.0,Checked Out,1350,1350
Jun252224563RT220,24563,2022-06-25,2022-06-25,2022-06-28,1.0,RT2,Bookkaru,,Checked Out,1350,1350
Jun252224563RT221,24563,2022-06-05,2022-06-25,2022-06-26,2.0,RT2,Others,3.0,Checked Out,1350,1350
Jun252224563RT222,24563,2022-06-23,2022-06-25,2022-06-27,1.0,RT2,Bookings_Com,,Checked Out,1350,1350
Jun252224563RT223,24563,2022-06-23,2022-06-25,2022-06-26,1.0,RT2,Direct Offline,3.0,Checked Out,1350,1350
Jun252224563RT224,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT2,Others,,Cancelled,1350,540
Jun252224563RT225,24563,2022-06-25,2022-06-25,2022-06-28,1.0,RT2,Others,4.0,Checked Out,1350,1350
Jun252224563RT226,24563,2022-06-25,2022-06-25,2022-06-27,1.0,RT2,Bookings_Com,,Cancelled,1350,540
Jun252224563RT227,24563,2022-06-25,2022-06-25,2022-06-27,3.0,RT2,Eventica Travels,3.0,Checked Out,1485,1485
Jun252224563RT228,24563,2022-06-24,2022-06-25,2022-06-27,1.0,RT2,DeBookkarus,,Checked Out,1350,1350
Jun252224563RT31,24563,2022-06-21,2022-06-25,2022-06-27,1.0,RT3,Others,3.0,Checked Out,1800,1800
Jun252224563RT32,24563,2022-06-25,2022-06-25,2022-06-26,2.0,RT3,Others,,Cancelled,1800,720
Jun252224563RT33,24563,2022-06-18,2022-06-25,2022-06-26,1.0,RT3,Others,4.0,Checked Out,1800,1800
Jun252224563RT34,24563,2022-06-25,2022-06-25,2022-06-27,1.0,RT3,Others,5.0,Checked Out,1800,1800
Jun252224563RT35,24563,2022-06-20,2022-06-25,2022-06-26,1.0,RT3,Others,3.0,Checked Out,1800,1800
Jun252224563RT36,24563,2022-06-24,2022-06-25,2022-06-26,1.0,RT3,Bookkaru,,Cancelled,1800,720
Jun252224563RT37,24563,2022-06-25,2022-06-25,2022-06-26,1.0,RT3,Bookings_Com,1.0,Checked Out,1800,1800
Jun252224563RT38,24563,2022-06-24,2022-06-25,2022-06-26,2.0,RT3,Others,3.0,Checked Out,1800,1800
Jun252224563RT39,24563,2022-06-25,2022-06-25,2022-06-30,1.0,RT3,DeBookkarus,3.0,Checked Out,1800,1800
Jun252224563RT310,24563,2022-06-25,2022-06-25,2022-06-29,1.0,RT3,Direct Offline,5.0,Checked Out,1800,1800
Jun252224563RT311,24563,2022-06-22,2022-06-25,2022-06-28,1.0,RT3,Others,,Cancelled,1800,720
Jun252224563RT312,24563,2022-06-25,2022-06-25,2022-06-27,1.0,RT3,DeBookkarus,5.0,Checked Out,1800,1800
Jun252224563RT313,24563,2022-06-22,2022-06-25,2022-06-27,1.0,RT3,Bookkaru,,Checked Out,1800,1800
Jun252224563RT314,24563,2022-06-22,2022-06-25,2022-06-26,1.0,RT3,Others,,Cancelled,1800,720
Jun252224563RT315,24563,2022-06-21,2022-06-25,2022-06-26,1.0,RT3,Others,,Checked Out,1800,1800
Jun252224563RT316,24563,2022-06-24,2022-06-25,2022-06-28,1.0,RT3,Bookings_Com,,Checked Out,1800,1800
Jun252224563RT317,24563,2022-06-24,2022-06-25,2022-06-26,2.0,RT3,Bookings_Com,3.0,Checked Out,1800,1800
Jun252224563RT318,24563,2022-06-21,2022-06-25,2022-06-26,1.0,RT3,Direct Offline,3.0,Checked Out,1800,1800
Jun252224563RT319,24563,2022-06-19,2022-06-25,2022-06-26,1.0,RT3,Others,3.0,Checked Out,1800,1800
Jun252224563RT41,24563,2022-06-22,2022-06-25,2022-06-26,1.0,RT4,Direct Offline,3.0,Checked Out,2850,2850
Jun252224563RT42,24563,2022-06-20,2022-06-25,2022-06-26,4.0,RT4,Eventica Travels,,Cancelled,3420,1368
Jun252224563RT43,24563,2022-06-25,2022-06-25,2022-06-26,1.0,RT4,Others,3.0,Checked Out,2850,2850
Jun252222564RT11,22564,2022-06-19,2022-06-25,2022-06-26,1.0,RT1,Others,,Checked Out,1105,1105
Jun252222564RT12,22564,2022-06-23,2022-06-25,2022-06-26,2.0,RT1,Others,,Cancelled,1105,442
Jun252222564RT13,22564,2022-06-24,2022-06-25,2022-06-26,1.0,RT1,Direct Offline,1.0,Checked Out,1105,1105
Jun252222564RT14,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT1,Bookings_Com,3.0,Checked Out,1105,1105
Jun252222564RT15,22564,2022-06-22,2022-06-25,2022-06-27,1.0,RT1,DeBookkarus,,No Show,1105,1105
Jun252222564RT16,22564,2022-06-22,2022-06-25,2022-06-26,2.0,RT1,DeBookkarus,2.0,Checked Out,1105,1105
Jun252222564RT17,22564,2022-06-25,2022-06-25,2022-06-28,1.0,RT1,Bookings_Com,,Cancelled,1105,442
Jun252222564RT21,22564,2022-06-20,2022-06-25,2022-06-26,1.0,RT2,Others,1.0,Checked Out,1530,1530
Jun252222564RT22,22564,2022-06-24,2022-06-25,2022-06-27,1.0,RT2,Others,,Checked Out,1530,1530
Jun252222564RT23,22564,2022-06-04,2022-06-25,2022-06-27,1.0,RT2,Bookings_Com,3.0,Checked Out,1530,1530
Jun252222564RT24,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT2,Others,,Cancelled,1530,612
Jun252222564RT25,22564,2022-06-21,2022-06-25,2022-06-30,1.0,RT2,Eventica Travels,2.0,Checked Out,1530,1530
Jun252222564RT26,22564,2022-06-21,2022-06-25,2022-06-26,2.0,RT2,Others,,Checked Out,1530,1530
Jun252222564RT27,22564,2022-06-23,2022-06-25,2022-06-26,2.0,RT2,Others,,Checked Out,1530,1530
Jun252222564RT28,22564,2022-06-22,2022-06-25,2022-06-26,1.0,RT2,DeBookkarus,3.0,Checked Out,1530,1530
Jun252222564RT29,22564,2022-06-24,2022-06-25,2022-06-26,4.0,RT2,Others,,Checked Out,1836,1836
Jun252222564RT210,22564,2022-06-24,2022-06-25,2022-06-27,1.0,RT2,Others,,Checked Out,1530,1530
Jun252222564RT211,22564,2022-06-25,2022-06-25,2022-06-26,2.0,RT2,Others,,Cancelled,1530,612
Jun252222564RT212,22564,2022-06-24,2022-06-25,2022-06-28,1.0,RT2,Others,,Cancelled,1530,612
Jun252222564RT213,22564,2022-06-18,2022-06-25,2022-06-26,1.0,RT2,DeBookkarus,3.0,Checked Out,1530,1530
Jun252222564RT214,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT2,Others,3.0,Checked Out,1530,1530
Jun252222564RT215,22564,2022-06-24,2022-06-25,2022-06-26,2.0,RT2,Others,,Checked Out,1530,1530
Jun252222564RT216,22564,2022-06-24,2022-06-25,2022-06-26,4.0,RT2,Others,,Checked Out,1836,1836
Jun252222564RT217,22564,2022-06-22,2022-06-25,2022-06-27,1.0,RT2,Others,,Checked Out,1530,1530
Jun252222564RT218,22564,2022-06-24,2022-06-25,2022-06-28,2.0,RT2,Others,1.0,Checked Out,1530,1530
Jun252222564RT219,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT2,DeBookkarus,,Checked Out,1530,1530
Jun252222564RT220,22564,2022-06-25,2022-06-25,2022-06-27,4.0,RT2,Others,,Checked Out,1836,1836
Jun252222564RT221,22564,2022-06-22,2022-06-25,2022-06-26,1.0,RT2,Others,,Cancelled,1530,612
Jun252222564RT31,22564,2022-06-24,2022-06-25,2022-06-26,1.0,RT3,DeBookkarus,2.0,Checked Out,2040,2040
Jun252222564RT32,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT3,Direct Online,,Checked Out,2040,2040
Jun252222564RT33,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT3,Direct Online,,Cancelled,2040,816
Jun252222564RT34,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT3,Eventica Travels,,Checked Out,2040,2040
Jun252222564RT35,22564,2022-06-25,2022-06-25,2022-06-27,1.0,RT3,Others,,Cancelled,2040,816
Jun252222564RT36,22564,2022-06-24,2022-06-25,2022-06-26,1.0,RT3,DeBookkarus,,Checked Out,2040,2040
Jun252222564RT37,22564,2022-06-24,2022-06-25,2022-06-26,5.0,RT3,Others,2.0,Checked Out,2652,2652
Jun252222564RT38,22564,2022-06-25,2022-06-25,2022-06-27,5.0,RT3,Direct Offline,,Cancelled,2652,1061
Jun252222564RT39,22564,2022-06-25,2022-06-25,2022-06-26,2.0,RT3,Others,2.0,Checked Out,2040,2040
Jun252222564RT310,22564,2022-06-25,2022-06-25,2022-06-26,1.0,RT3,Direct Online,,Checked Out,2040,2040
Jun252222564RT311,22564,2022-06-22,2022-06-25,2022-06-26,1.0,RT3,Others,,Cancelled,2040,816
Jun252222564RT312,22564,2022-06-05,2022-06-25,2022-06-27,1.0,RT3,Bookings_Com,,Checked Out,2040,2040
Jun252222564RT41,22564,2022-06-23,2022-06-25,2022-06-27,1.0,RT4,DeBookkarus,,Checked Out,3230,3230
Jun252222564RT42,22564,2022-06-24,2022-06-25,2022-06-27,1.0,RT4,DeBookkarus,,Checked Out,3230,3230
Jun252222564RT43,22564,2022-06-22,2022-06-25,2022-06-28,5.0,RT4,Direct Offline,3.0,Checked Out,4199,4199
Jun252222564RT44,22564,2022-06-25,2022-06-25,2022-06-27,1.0,RT4,DeBookkarus,,No Show,3230,3230
Jun252222564RT45,22564,2022-06-24,2022-06-25,2022-06-26,1.0,RT4,Others,1.0,Checked Out,3230,3230
Jun252222564RT46,22564,2022-06-24,2022-06-25,2022-06-27,6.0,RT4,DeBookkarus,,Checked Out,4522,4522
